time_of_day,time_sec,phase_id,time_in_phase,queue_NS,queue_EW,avg_speed_NS,avg_speed_EW,ped_wait_NS,ped_wait_EW,emergency_request,v2x_msg_rate,label
07:03:19,199,4,1,28,0,10.6,70.0,11.0,0.0,0,24,normal
07:03:20,200,4,2,29,0,10.8,70.0,12.0,0.0,0,9,normal
07:03:21,201,4,3,30,0,11.0,70.0,12.0,0.0,0,26,normal
07:03:22,202,4,4,33,0,11.6,70.0,14.0,0.0,0,16,normal
07:03:23,203,4,5,34,0,11.8,70.0,15.0,0.0,0,19,normal
07:03:24,204,4,6,34,0,11.8,70.0,15.0,0.0,0,15,normal
07:03:25,205,4,7,40,0,13.0,70.0,16.0,0.0,0,13,normal
07:03:26,206,4,8,45,0,14.0,70.0,16.0,0.0,0,30,normal
07:03:27,207,4,9,48,0,14.6,70.0,16.0,0.0,0,25,normal
07:03:28,208,4,10,48,0,14.6,70.0,16.0,1.0,0,28,normal
07:03:29,209,4,11,48,0,14.6,70.0,17.0,0.0,0,27,normal
07:03:30,210,4,12,49,0,14.8,70.0,17.0,0.0,0,16,normal
07:03:31,211,4,13,49,0,14.8,70.0,17.0,0.0,0,21,normal
07:03:32,212,0,0,51,3,9.49043240387912,9.995774498037967,17.0,0.0,0,23,normal
07:03:33,213,0,1,53,3,9.995364124655506,8.68814535389349,17.0,0.0,0,40,normal
07:03:34,214,0,2,54,4,7.501478577459458,9.38562820626419,17.0,0.0,0,31,normal
07:03:35,215,0,3,54,6,5.990029923136099,8.82186641793498,17.0,0.0,0,51,normal
07:03:36,216,0,4,54,6,9.478070074084233,6.486620183781153,17.0,0.0,0,23,normal
07:03:37,217,0,5,56,7,7.680435591744781,6.940563892170291,17.0,0.0,0,42,normal
07:03:38,218,1,0,49,8,30.799983628599733,6.6,16.0,0.0,0,43,normal
07:03:39,219,1,1,43,12,35.59996726313916,7.4,14.0,0.0,0,27,normal
07:03:40,220,1,2,37,14,40.39995090361556,7.800000000000001,14.0,0.0,0,34,normal
07:03:41,221,1,3,33,15,43.59993455002622,8.0,13.0,0.0,0,14,normal
07:03:42,222,1,4,27,17,48.39991820236843,8.4,13.0,0.0,0,33,normal
07:03:43,223,1,5,20,18,53.99990186063948,8.6,13.0,0.0,0,21,normal
07:03:44,224,1,6,15,19,57.99988552483665,8.8,11.0,1.0,0,16,normal
07:03:45,225,1,7,10,19,61.99986919495724,8.8,10.0,2.0,0,9,normal
07:03:46,226,1,8,4,19,66.79985287099854,8.8,11.0,2.0,0,19,normal
07:03:47,227,1,9,0,23,70.0,9.6,11.0,2.0,0,11,normal
07:03:48,228,1,10,0,23,70.0,9.6,10.0,3.0,0,16,normal
07:03:49,229,1,11,0,24,70.0,9.8,10.0,3.0,0,11,normal
07:03:50,230,1,12,0,25,70.0,10.0,10.0,3.0,0,12,normal
07:03:51,231,1,13,0,26,70.0,10.2,11.0,3.0,0,13,normal
07:03:52,232,1,14,0,27,70.0,10.4,9.0,3.0,0,7,normal
07:03:53,233,1,15,0,28,70.0,10.6,7.0,4.0,0,17,normal
07:03:54,234,1,16,0,29,70.0,10.8,6.0,4.0,0,19,normal
07:03:55,235,1,17,0,29,70.0,10.8,4.0,4.0,0,23,normal
07:03:56,236,1,18,0,31,70.0,11.2,5.0,4.0,0,13,normal
07:03:57,237,1,19,0,32,70.0,11.4,5.0,4.0,0,14,normal
07:03:58,238,1,20,0,32,70.0,11.4,4.0,5.0,0,25,normal
07:03:59,239,1,21,0,32,70.0,11.4,4.0,7.0,0,24,normal
07:04:00,240,1,22,0,35,70.0,12.0,3.0,8.0,0,17,normal
07:04:01,241,1,23,0,38,70.0,12.6,2.0,8.0,0,12,normal
07:04:02,242,1,24,0,40,70.0,13.0,1.0,9.0,0,19,normal
07:04:03,243,1,25,0,42,70.0,13.4,0.0,9.0,0,29,normal
07:04:04,244,1,26,0,42,70.0,13.4,0.0,10.0,0,35,normal
07:04:05,245,1,27,0,43,70.0,13.6,0.0,10.0,0,29,normal
07:04:06,246,1,28,0,46,70.0,14.2,0.0,10.0,0,18,normal
07:04:07,247,1,29,0,46,70.0,14.2,0.0,11.0,0,36,normal
07:04:08,248,1,30,0,49,70.0,14.8,0.0,11.0,0,18,normal
07:04:09,249,1,31,0,50,70.0,15.0,0.0,11.0,0,28,normal
07:04:10,250,1,32,0,50,70.0,15.0,0.0,11.0,0,14,normal
07:04:11,251,1,33,0,50,70.0,15.0,0.0,11.0,0,22,normal
07:04:12,252,1,34,0,51,70.0,15.2,0.0,11.0,0,28,normal
07:04:13,253,1,35,0,52,70.0,15.4,0.0,11.0,0,24,normal
07:04:14,254,2,0,0,52,70.0,15.4,0.0,12.0,0,23,normal
07:04:15,255,2,1,0,52,70.0,15.4,0.0,12.0,0,42,normal
07:04:16,256,2,2,0,54,70.0,15.8,0.0,12.0,0,45,normal
07:04:17,257,2,3,0,54,70.0,15.8,0.0,12.0,0,28,normal
07:04:18,258,2,4,0,57,70.0,16.4,0.0,12.0,0,44,normal
07:04:19,259,2,5,0,57,70.0,16.4,0.0,12.0,0,38,normal
07:04:20,260,2,6,0,58,70.0,16.6,0.0,12.0,0,32,normal
07:04:21,261,2,7,0,61,70.0,17.2,0.0,12.0,0,41,normal
07:04:22,262,2,8,0,61,70.0,17.2,1.0,12.0,0,25,normal
07:04:23,263,2,9,0,62,70.0,17.4,0.0,13.0,0,42,normal
07:04:24,264,2,10,0,66,70.0,18.200000000000003,0.0,14.0,0,35,normal
07:04:25,265,2,11,0,66,70.0,18.200000000000003,0.0,14.0,0,27,normal
07:04:26,266,2,12,0,68,70.0,18.6,0.0,14.0,0,19,normal
07:04:27,267,2,13,0,68,70.0,18.6,0.0,15.0,0,39,normal
07:04:28,268,2,14,0,69,70.0,18.8,0.0,15.0,0,52,normal
07:04:29,269,2,15,0,70,70.0,19.0,0.0,15.0,0,53,normal
07:04:30,270,2,16,0,71,70.0,19.2,1.0,15.0,0,33,normal
07:04:31,271,3,0,3,64,5.6,30.0,1.0,13.0,0,34,normal
07:04:32,272,3,1,6,57,6.2,30.0,2.0,13.0,0,48,normal
07:04:33,273,3,2,8,51,6.6,30.0,2.0,12.0,0,43,normal
07:04:34,274,3,3,9,45,6.8,33.99993579354795,3.0,10.0,0,34,normal
07:04:35,275,3,4,11,39,7.2,38.79991975641584,3.0,8.0,0,35,normal
07:04:36,276,3,5,12,34,7.4,42.799903725070806,3.0,7.0,0,27,normal
07:04:37,277,3,6,13,29,7.6,46.79988769951022,3.0,7.0,0,30,normal
07:04:38,278,3,7,15,23,8.0,51.59987167973144,3.0,6.0,0,13,normal
07:04:39,279,3,8,16,16,8.2,57.19985566573183,4.0,5.0,0,11,normal
07:04:40,280,3,9,17,11,8.4,61.19983965750876,6.0,4.0,0,18,normal
07:04:41,281,3,10,18,7,8.6,64.39982365505959,7.0,4.0,0,14,normal
07:04:42,282,3,11,21,0,9.2,69.9998076583817,7.0,3.0,0,13,normal
07:04:43,283,3,12,22,0,9.4,70.0,7.0,3.0,0,10,normal
07:04:44,284,3,13,22,0,9.4,70.0,7.0,2.0,0,18,normal
07:04:45,285,3,14,22,0,9.4,70.0,8.0,1.0,0,9,normal
07:04:46,286,3,15,24,0,9.8,70.0,8.0,0.0,0,17,normal
07:04:47,287,3,16,25,0,10.0,70.0,8.0,0.0,0,7,normal
07:04:48,288,3,17,26,0,10.2,70.0,9.0,0.0,0,21,normal
07:04:49,289,3,18,27,0,10.4,70.0,9.0,0.0,0,19,normal
07:04:50,290,3,19,27,0,10.4,70.0,9.0,0.0,0,9,normal
07:04:51,291,3,20,28,0,10.6,70.0,9.0,1.0,0,16,normal
07:04:52,292,3,21,29,0,10.8,70.0,10.0,1.0,0,18,normal
07:04:53,293,3,22,29,0,10.8,70.0,10.0,0.0,0,14,normal
07:04:54,294,3,23,32,0,11.4,70.0,10.0,0.0,0,22,normal
07:04:55,295,3,24,34,0,11.8,70.0,11.0,0.0,0,23,normal
07:04:56,296,3,25,36,0,12.2,70.0,12.0,0.0,0,28,normal
07:04:57,297,3,26,38,0,12.6,70.0,12.0,0.0,0,30,normal
07:04:58,298,3,27,39,0,12.8,70.0,12.0,0.0,0,15,normal
07:04:59,299,3,28,39,0,12.8,70.0,13.0,0.0,0,24,normal
07:05:00,300,3,29,39,0,12.8,70.0,14.0,0.0,0,28,normal
07:05:01,301,3,30,41,0,13.2,70.0,14.0,0.0,0,16,normal
07:05:02,302,3,31,42,0,13.4,70.0,14.0,0.0,0,28,normal
07:05:03,303,3,32,43,0,13.6,70.0,15.0,0.0,0,28,normal
07:05:04,304,3,33,44,0,13.8,70.0,15.0,0.0,0,33,normal
07:05:05,305,3,34,44,0,13.8,70.0,15.0,0.0,0,15,normal
07:05:06,306,3,35,46,0,14.2,70.0,16.0,0.0,0,21,normal
07:05:07,307,4,0,48,0,14.6,70.0,16.0,0.0,0,28,normal
07:05:08,308,4,1,48,0,14.6,70.0,17.0,2.0,0,30,normal
07:05:09,309,4,2,48,0,14.6,70.0,17.0,3.0,0,19,normal
07:05:10,310,4,3,49,0,14.8,70.0,17.0,1.0,0,35,normal
07:05:11,311,4,4,49,0,14.8,70.0,18.0,0.0,0,33,normal
07:05:12,312,4,5,49,0,14.8,70.0,19.0,0.0,0,38,normal
07:05:13,313,4,6,49,0,14.8,70.0,20.0,0.0,0,40,normal
07:05:14,314,4,7,50,0,15.0,70.0,20.0,0.0,0,24,normal
07:05:15,315,4,8,50,0,15.0,70.0,20.0,0.0,0,24,normal
07:05:16,316,4,9,51,0,15.2,70.0,20.0,0.0,0,21,normal
07:05:17,317,4,10,54,0,15.8,70.0,20.0,0.0,0,20,normal
07:05:18,318,4,11,54,0,15.8,70.0,20.0,0.0,0,42,normal
07:05:19,319,4,12,57,0,16.4,70.0,20.0,0.0,0,33,normal
07:05:20,320,0,0,58,3,5.463844083933789,7.480682740296283,20.0,0.0,0,47,normal
07:05:21,321,0,1,60,4,8.848341247625216,8.756377431383433,20.0,0.0,0,18,normal
07:05:22,322,0,2,60,6,6.089504907033811,6.450330153597415,20.0,0.0,0,27,normal
07:05:23,323,0,3,62,6,7.923996262603968,7.884517706101678,20.0,0.0,0,41,normal
07:05:24,324,0,4,62,9,9.604987829782658,8.0214319531512,20.0,1.0,0,19,normal
07:05:25,325,1,0,56,10,30.0,7.0,20.0,1.0,0,48,normal
07:05:26,326,1,1,49,11,30.79996850369041,7.2,20.0,1.0,0,23,normal
07:05:27,327,1,2,42,13,36.39995276401828,7.6,20.0,1.0,0,28,normal
07:05:28,328,1,3,37,16,40.39993702999784,8.2,20.0,2.0,0,30,normal
07:05:29,329,1,4,30,17,45.99992130162651,8.4,20.0,3.0,0,34,normal
07:05:30,330,1,5,24,17,50.79990557890172,8.4,20.0,3.0,0,13,normal
07:05:31,331,1,6,18,19,55.59988986182092,8.8,20.0,4.0,0,11,normal
07:05:32,332,1,7,11,20,61.19987415038153,9.0,18.0,4.0,0,15,normal
07:05:33,333,1,8,4,21,66.799858444581,9.2,16.0,4.0,0,19,normal
07:05:34,334,1,9,0,23,70.0,9.6,15.0,6.0,0,16,normal
07:05:35,335,1,10,0,23,70.0,9.6,15.0,6.0,0,6,normal
07:05:36,336,1,11,0,24,70.0,9.8,15.0,7.0,0,8,normal
07:05:37,337,1,12,0,25,70.0,10.0,15.0,8.0,0,15,normal
07:05:38,338,1,13,0,31,70.0,11.2,14.0,9.0,0,11,normal
07:05:39,339,1,14,0,32,70.0,11.4,12.0,9.0,0,10,normal
07:05:40,340,1,15,0,32,70.0,11.4,13.0,9.0,0,23,normal
07:05:41,341,1,16,0,34,70.0,11.8,13.0,9.0,0,10,normal
07:05:42,342,1,17,0,34,70.0,11.8,14.0,9.0,0,16,normal
07:05:43,343,1,18,0,37,70.0,12.4,14.0,9.0,0,26,normal
